StudentID,CourseID,Semester,Grade,GradePoint,AssignmentScore,ExamScore
S029,C230,3,A-,3.7,40.4,39.3
S029,C218,4,A-,3.7,31.8,46.4
S029,C236,4,F,0.0,6.3,24.6
S029,C246,4,B,3.0,40.1,26.3
S029,C207,4,A,4.0,25.1,59.5
S029,C212,4,A,4.0,39.9,55.5
S029,C208,5,A,4.0,52.0,45.5
S029,C238,5,B+,3.3,39.3,31.6
S029,C233,5,B,3.0,34.3,33.9
S029,C247,5,A-,3.7,21.4,57.3
S029,C216,5,A-,3.7,29.4,49.0
S029,C220,6,B+,3.3,12.6,61.8
S029,C208,6,A,4.0,44.2,41.9
S029,C229,6,B+,3.3,37.5,37.1
S029,C211,6,B+,3.3,44.8,27.9
S029,C215,6,A,4.0,21.2,58.9
S029,C232,6,A,4.0,22.5,66.1
S029,C238,7,F,0.0,18.1,11.8
S029,C239,7,A,4.0,33.6,52.4
S029,C237,7,A,4.0,35.3,51.2
S029,C245,7,A,4.0,45.3,44.1
S029,C209,7,A,4.0,31.1,50.1
S029,C235,8,F,0.0,9.3,5.5
S029,C215,8,B+,3.3,32.6,38.7
S029,C220,8,B,3.0,12.5,56.7
S029,C219,8,B+,3.3,23.9,46.8
S029,C237,8,A,4.0,38.0,50.2
S030,C245,1,A,4.0,37.8,51.9
S030,C223,1,F,0.0,6.5,11.4
S030,C206,1,B-,2.7,18.6,42.4
S030,C246,1,A,4.0,54.9,39.7
S030,C216,1,B+,3.3,19.6,52.3
S030,C202,1,F,0.0,4.2,14.2
S030,C235,2,A-,3.7,15.5,59.5
S030,C218,2,B,3.0,26.8,38.6
S030,C210,2,A,4.0,24.8,68.9
S030,C201,2,A,4.0,26.6,63.4
S030,C245,2,B,3.0,27.2,39.8
S030,C223,3,F,0.0,3.6,6.5
S030,C230,3,F,0.0,21.3,2.4
S030,C233,3,B+,3.3,29.3,45.7
S030,C250,3,B,3.0,31.5,36.2
S030,C235,4,B-,2.7,18.4,46.2
S030,C223,4,F,0.0,9.5,2.4
S030,C236,4,F,0.0,6.3,31.7
S030,C204,4,A-,3.7,54.1,25.0
S030,C226,4,A,4.0,53.9,36.0
S030,C207,4,B-,2.7,28.3,35.7
S031,C208,1,A,4.0,44.9,46.2
S031,C231,1,A,4.0,21.1,64.9
S031,C223,1,A-,3.7,42.2,36.7
S031,C222,1,B,3.0,24.3,44.1
S031,C201,1,B+,3.3,26.3,47.4
S031,C246,1,A-,3.7,50.3,28.1
S031,C210,2,A,4.0,13.8,74.9
S031,C203,2,B+,3.3,31.3,43.0
S031,C218,2,F,0.0,19.8,8.3
S031,C212,2,A,4.0,37.7,54.5
S031,C205,2,A-,3.7,26.8,52.9
S031,C232,2,A,4.0,26.0,54.9
S031,C201,3,A,4.0,24.7,61.9
S031,C211,3,A-,3.7,52.8,26.7
S031,C209,3,B-,2.7,25.2,35.2
S031,C237,3,C+,2.3,25.6,34.0
S031,C232,3,F,0.0,7.9,16.4
S031,C223,4,A,4.0,56.1,37.9
S031,C244,4,F,0.0,13.1,12.6
S031,C237,4,A,4.0,26.8,54.0
S031,C214,4,A,4.0,49.6,40.8
S031,C204,4,F,0.0,7.8,13.9
S031,C223,5,F,0.0,8.2,7.6
S031,C216,5,B-,2.7,21.2,39.3
S031,C232,5,A,4.0,30.0,62.1
S031,C233,5,B,3.0,25.7,41.9
S031,C210,6,F,0.0,0.3,29.1
S031,C241,6,F,0.0,7.5,0.8
S031,C242,6,A,4.0,32.2,53.9
S031,C204,6,B,3.0,37.2,30.8
S031,C216,6,F,0.0,10.5,19.7
S032,C221,1,A,4.0,27.9,53.1
S032,C224,1,F,0.0,20.2,13.0
S032,C211,1,A-,3.7,35.8,42.9
S032,C236,1,A,4.0,25.0,71.6
S032,C238,1,F,0.0,15.9,0.7
S032,C210,2,B+,3.3,24.1,48.8
S032,C238,2,A,4.0,55.5,33.1
S032,C212,2,B,3.0,33.0,35.1
S032,C201,2,B,3.0,28.1,41.2
S032,C207,2,B+,3.3,31.0,39.4
S032,C248,2,C+,2.3,22.6,34.0
S032,C241,3,F,0.0,1.3,27.1
S032,C227,3,B-,2.7,20.9,41.3
S032,C226,3,F,0.0,18.8,10.6
S032,C222,3,A-,3.7,33.0,46.0
S032,C237,4,B+,3.3,37.4,34.9
S032,C214,4,F,0.0,16.8,11.4
S032,C213,4,A,4.0,47.2,41.1
S032,C246,4,A-,3.7,43.7,31.5
S032,C231,5,A,4.0,26.0,61.9
S032,C241,5,A,4.0,20.2,65.2
S032,C247,5,B,3.0,28.6,38.0
S032,C202,5,F,0.0,1.3,13.2
S032,C233,5,A,4.0,42.4,44.8
S032,C211,5,A-,3.7,47.1,32.5
S032,C201,6,F,0.0,10.8,23.2
S032,C231,6,B-,2.7,20.9,41.3
S032,C248,6,A,4.0,37.8,51.0
S032,C238,6,B-,2.7,32.5,27.5
S032,C210,7,C+,2.3,14.2,44.9
S032,C222,7,F,0.0,6.7,0.5
S032,C207,7,A-,3.7,38.1,40.7
S032,C209,7,B-,2.7,22.4,39.0
S032,C203,8,F,0.0,16.4,11.0
S032,C249,8,A-,3.7,51.2,27.0
S032,C234,8,B-,2.7,34.8,28.8
S032,C237,8,A-,3.7,41.4,38.0
S032,C241,8,A,4.0,16.1,67.9
S032,C231,8,F,0.0,7.7,10.6
S033,C206,1,A,4.0,24.3,68.1
S033,C228,1,B+,3.3,41.9,31.1
S033,C250,1,F,0.0,8.9,13.1
S033,C216,1,A,4.0,34.7,50.9
S033,C208,2,A,4.0,52.9,30.1
S033,C246,2,A,4.0,52.1,29.2
S033,C226,2,B,3.0,34.3,34.3
S033,C212,2,A-,3.7,30.5,45.9
S033,C216,2,A,4.0,32.7,55.4
S033,C229,2,A,4.0,53.8,31.7
S033,C202,3,F,0.0,4.8,12.4
S033,C247,3,B+,3.3,30.1,42.1
S033,C236,3,C+,2.3,15.0,43.6
S033,C239,3,A,4.0,34.4,55.2
S033,C209,3,A,4.0,34.8,54.8
S033,C211,4,B,3.0,37.9,27.2
S033,C231,4,A,4.0,23.3,70.0
S033,C213,4,B,3.0,33.2,32.7
S033,C241,4,A,4.0,25.2,64.8
S033,C248,5,B,3.0,23.0,44.6
S033,C228,5,B,3.0,24.6,41.5
S033,C247,5,A,4.0,26.7,58.0
S033,C206,5,A,4.0,27.5,69.2
S033,C239,5,A-,3.7,20.6,58.4
S033,C219,5,A,4.0,21.5,59.6
S033,C207,6,A,4.0,28.7,58.2
S033,C218,6,A-,3.7,41.4,35.0
S033,C219,6,B+,3.3,31.9,42.3
S033,C216,6,F,0.0,12.1,23.0
S033,C208,7,B-,2.7,33.3,29.5
S033,C250,7,F,0.0,16.3,11.6
S033,C217,7,A-,3.7,46.7,29.7
S033,C210,7,B+,3.3,24.0,49.9
S033,C221,7,A,4.0,27.2,53.6
S033,C248,8,A,4.0,24.2,57.4
S033,C222,8,A,4.0,27.9,54.6
S033,C208,8,A-,3.7,49.5,29.8
S033,C203,8,A,4.0,44.6,47.9
S033,C211,8,A,4.0,51.7,38.9
S034,C207,1,B+,3.3,37.6,34.5
S034,C231,1,A,4.0,26.3,61.8
S034,C202,1,A,4.0,18.2,77.0
S034,C222,1,F,0.0,11.8,9.0
S034,C250,1,B,3.0,31.2,37.5
S034,C233,1,A-,3.7,24.5,50.5
S034,C225,2,F,0.0,7.8,17.0
S034,C232,2,F,0.0,9.9,21.0
S034,C242,2,B+,3.3,19.8,51.8
S034,C249,2,B,3.0,38.3,31.3
S034,C234,2,B-,2.7,37.5,23.8
S034,C240,3,A-,3.7,47.4,29.2
S034,C210,3,B+,3.3,19.9,54.5
S034,C231,3,F,0.0,8.0,5.0
S034,C223,3,B+,3.3,41.2,32.7
S034,C217,3,A,4.0,41.8,38.6
S034,C237,3,A,4.0,41.3,50.8
S034,C213,4,A-,3.7,43.6,36.0
S034,C238,4,A,4.0,54.5,28.5
S034,C243,4,A-,3.7,18.3,56.7
S034,C229,4,F,0.0,16.9,13.8
S034,C236,4,A,4.0,22.3,67.3
S034,C231,4,A,4.0,21.4,71.4
S034,C231,5,A,4.0,25.4,62.2
S034,C245,5,A-,3.7,25.7,49.9
S034,C241,5,C+,2.3,15.4,42.9
S034,C211,5,A,4.0,47.6,33.4
S034,C219,5,F,0.0,0.8,19.4
S034,C228,5,B,3.0,31.3,36.7
S034,C216,6,A,4.0,28.0,58.7
S034,C244,6,F,0.0,0.3,1.5
S034,C235,6,A-,3.7,25.9,53.6
S034,C213,6,A,4.0,50.3,31.4
S035,C201,1,A,4.0,26.1,61.8
S035,C247,1,A,4.0,24.7,68.3
S035,C211,1,F,0.0,13.9,12.0
S035,C246,1,A,4.0,54.2,33.2
S035,C238,2,B,3.0,35.0,34.4
S035,C225,2,A,4.0,33.9,48.5
S035,C213,2,A-,3.7,39.7,36.5
S035,C231,2,A-,3.7,27.2,52.2
S035,C216,2,A-,3.7,27.0,52.6
S036,C227,1,A,4.0,34.9,50.0
S036,C226,1,B,3.0,35.1,31.2
S036,C219,1,B+,3.3,31.6,43.1
S036,C210,1,F,0.0,0.8,17.8
S036,C206,1,D,1.0,12.9,27.9
S036,C211,2,A,4.0,46.2,39.2
S036,C223,2,F,0.0,8.9,8.1
S036,C232,2,A,4.0,27.8,55.9
S036,C225,2,F,0.0,1.5,4.8
S036,C231,2,F,0.0,8.1,26.9
S036,C202,3,B,3.0,11.9,57.5
S036,C201,3,A-,3.7,28.0,51.0
S036,C241,3,A-,3.7,18.7,57.8
S036,C228,3,B,3.0,26.1,43.6
S036,C208,3,B,3.0,29.7,35.4
S036,C221,3,A,4.0,20.7,60.7
S036,C203,4,A,4.0,42.0,43.0
S036,C241,4,A,4.0,22.0,58.0
S036,C226,4,A-,3.7,53.2,26.6
S036,C218,4,A,4.0,44.4,48.1
S036,C247,4,F,0.0,11.9,10.3
S036,C243,4,B+,3.3,13.6,56.8
S036,C233,5,A,4.0,27.5,53.7
S036,C216,5,A,4.0,25.9,56.4
S036,C246,5,C+,2.3,34.0,23.8
S036,C231,5,A,4.0,20.5,70.6
S036,C237,5,B,3.0,29.4,36.4
S036,C235,6,A,4.0,21.7,63.9
S036,C220,6,A,4.0,13.8,73.0
S036,C212,6,A-,3.7,22.8,54.4
S036,C249,6,F,0.0,17.2,17.0
S036,C201,6,A,4.0,24.0,67.3
S036,C201,7,A,4.0,28.6,53.3
S036,C238,7,A,4.0,57.6,37.6
S036,C216,7,A,4.0,34.5,56.9
S036,C233,7,A-,3.7,26.6,49.4
S036,C205,8,A-,3.7,35.4,44.3
S036,C246,8,A,4.0,44.6,41.2
S036,C242,8,B-,2.7,22.9,39.5
S036,C232,8,B,3.0,19.0,48.2
S037,C232,1,A,4.0,26.6,66.2
S037,C240,1,A,4.0,47.2,43.9
S037,C231,1,A-,3.7,23.5,55.3
S037,C211,1,F,0.0,21.0,18.8
S037,C231,2,A,4.0,24.5,63.1
S037,C219,2,C+,2.3,22.2,34.7
S037,C234,2,F,0.0,1.6,0.9
S037,C204,2,B,3.0,41.6,27.8
S037,C202,3,F,0.0,2.0,30.8
S037,C245,3,A,4.0,45.7,44.7
S037,C230,3,A,4.0,53.2,37.6
S037,C223,3,A-,3.7,54.5,24.8
S037,C249,4,A,4.0,55.3,34.9
S037,C211,4,A,4.0,47.8,33.4
S037,C215,4,B+,3.3,32.6,38.5
S037,C210,4,A,4.0,17.1,74.5
S037,C242,4,A,4.0,31.2,51.4
S037,C239,5,A,4.0,34.6,62.2
S037,C230,5,B+,3.3,35.0,35.4
S037,C226,5,A,4.0,59.3,35.5
S037,C250,5,A-,3.7,41.2,34.5
S037,C221,5,B-,2.7,21.3,40.3
S037,C247,5,A,4.0,25.2,57.4
S037,C212,6,A,4.0,37.3,51.5
S037,C208,6,B,3.0,41.8,27.4
S037,C241,6,A,4.0,24.9,72.4
S037,C211,6,F,0.0,13.2,5.9
S038,C211,1,A-,3.7,44.2,32.1
S038,C226,1,F,0.0,6.4,11.4
S038,C247,1,B+,3.3,24.5,49.9
S038,C209,1,F,0.0,4.4,16.9
S038,C232,1,B,3.0,25.5,40.8
S038,C218,2,B+,3.3,30.3,43.3
S038,C237,2,B+,3.3,33.4,40.5
S038,C234,2,A,4.0,58.8,31.5
S038,C236,2,B+,3.3,25.9,44.8
S038,C225,2,B+,3.3,37.7,36.3
S038,C223,3,A-,3.7,55.3,23.7
S038,C206,3,A,4.0,18.8,66.1
S038,C221,3,B-,2.7,29.1,35.7
S038,C250,3,B+,3.3,28.1,46.3
S038,C228,3,F,0.0,16.8,17.7
S038,C237,3,A,4.0,24.3,56.5
S038,C223,4,A,4.0,55.2,37.8
S038,C238,4,A-,3.7,43.9,31.1
S038,C234,4,B,3.0,35.3,34.7
S038,C229,4,A,4.0,47.9,32.9
S038,C225,4,A-,3.7,36.4,40.2
S038,C215,4,F,0.0,4.0,19.3
S039,C240,1,A-,3.7,43.0,35.4
S039,C246,1,F,0.0,16.4,2.4
S039,C208,1,A,4.0,46.5,44.2
S039,C206,1,A-,3.7,21.3,55.7
S039,C211,1,F,0.0,23.4,2.1
S039,C231,2,A,4.0,27.6,61.8
S039,C214,2,B+,3.3,29.7,40.9
S039,C203,2,B-,2.7,30.8,32.7
S039,C244,2,A,4.0,49.4,35.5
S039,C234,2,F,0.0,7.1,3.9
S040,C210,1,C+,2.3,17.0,42.9
S040,C202,1,A,4.0,19.7,68.8
S040,C237,1,F,0.0,5.2,17.0
S040,C228,1,A-,3.7,31.2,47.0
S040,C248,1,A,4.0,27.6,53.3
S040,C233,1,B+,3.3,29.9,44.8
S040,C211,2,B,3.0,33.4,35.0
S040,C236,2,A-,3.7,20.9,54.3
S040,C212,2,B+,3.3,35.7,38.9
S040,C231,2,B,3.0,25.0,44.6
S040,C219,3,A-,3.7,22.5,56.2
S040,C209,3,A-,3.7,33.9,42.0
S040,C236,3,A,4.0,21.1,71.5
S040,C224,3,F,0.0,16.7,10.0
S040,C201,3,F,0.0,4.3,10.1
S040,C205,4,A,4.0,45.3,34.8
S040,C223,4,A,4.0,40.9,40.6
S040,C238,4,B,3.0,41.2,27.4
S040,C245,4,A-,3.7,31.9,46.9
S040,C246,4,B,3.0,33.1,34.5
S040,C211,4,F,0.0,4.4,19.4
S041,C245,1,F,0.0,3.9,13.1
S041,C219,1,A-,3.7,34.0,42.4
S041,C210,1,F,0.0,3.6,16.4
S041,C230,1,A,4.0,44.5,36.6
S041,C225,2,F,0.0,4.7,12.8
S041,C234,2,A-,3.7,55.1,24.1
S041,C229,2,A,4.0,42.4,37.7
S041,C226,2,A,4.0,59.6,26.7
S041,C218,2,A,4.0,36.4,46.4
S042,C211,1,F,0.0,17.8,17.2
S042,C201,1,F,0.0,9.6,19.2
S042,C223,1,A,4.0,58.0,34.6
S042,C222,1,A-,3.7,26.1,52.2
S042,C236,2,B,3.0,18.8,49.9
S042,C241,2,A-,3.7,24.2,54.8
S042,C249,2,A,4.0,53.4,33.8
S042,C232,2,A-,3.7,17.4,57.8
S042,C201,2,A,4.0,29.1,57.6
S042,C248,3,B,3.0,31.3,34.9
S042,C222,3,C+,2.3,21.5,37.2
S042,C233,3,B+,3.3,31.1,39.3
S042,C206,3,A,4.0,21.5,66.8
S042,C236,3,A,4.0,24.6,65.4
S042,C217,3,B+,3.3,45.1,28.1
S042,C212,4,A,4.0,35.5,57.2
S042,C225,4,B+,3.3,24.0,50.9
S042,C205,4,B,3.0,30.8,34.9
S042,C236,4,B+,3.3,22.1,48.0
S042,C226,4,A,4.0,56.7,35.0
S042,C202,5,F,0.0,1.7,5.4
S042,C209,5,C+,2.3,20.0,37.7
S042,C217,5,F,0.0,15.2,0.3
S042,C226,5,F,0.0,12.6,3.0
S042,C208,5,B+,3.3,30.4,40.1
S042,C234,6,B-,2.7,35.6,27.8
S042,C249,6,B+,3.3,33.9,39.5
S042,C220,6,B,3.0,17.4,48.0
S042,C225,6,B,3.0,26.4,39.6
S042,C241,6,A,4.0,26.2,63.3
S042,C238,6,A,4.0,47.1,33.9
S042,C247,7,A-,3.7,22.0,54.8
S042,C222,7,F,0.0,3.4,1.0
S042,C201,7,A,4.0,26.9,65.6
S042,C250,7,A-,3.7,41.7,36.9
S042,C211,8,B-,2.7,32.2,32.8
S042,C205,8,B,3.0,31.3,35.0
S042,C216,8,A,4.0,21.5,60.3
S042,C223,8,F,0.0,16.8,9.1
S042,C220,8,B,3.0,12.3,55.8
S042,C231,8,B+,3.3,27.8,43.1
S043,C211,1,F,0.0,1.9,15.7
S043,C239,1,A,4.0,31.4,58.9
S043,C207,1,A,4.0,39.0,48.9
S043,C222,1,A-,3.7,21.7,53.7
S043,C216,2,A,4.0,31.2,54.6
S043,C246,2,A-,3.7,39.6,36.3
S043,C219,2,F,0.0,13.7,14.8
S043,C237,2,A-,3.7,30.7,47.8
S043,C214,2,F,0.0,15.1,10.0
S043,C203,2,F,0.0,18.9,13.8
S043,C250,3,B-,2.7,26.1,37.8
S043,C224,3,C+,2.3,27.1,32.2
S043,C219,3,F,0.0,4.0,23.1
S043,C202,3,B,3.0,14.3,55.4
S043,C236,3,F,0.0,6.3,27.1
S043,C236,4,A-,3.7,25.8,52.4
S043,C215,4,B+,3.3,24.5,49.2
S043,C212,4,B+,3.3,35.4,36.5
S043,C219,4,B,3.0,28.1,40.8
S043,C225,4,A,4.0,35.3,54.1
S043,C231,5,C+,2.3,19.3,40.3
S043,C250,5,C+,2.3,29.6,29.8
S043,C245,5,A-,3.7,42.9,32.9
S043,C208,5,B,3.0,29.5,38.3
S043,C209,5,B-,2.7,21.8,39.0
S043,C245,6,A,4.0,40.9,42.9
S043,C229,6,B-,2.7,38.4,25.9
S043,C249,6,A,4.0,56.9,24.0
S043,C213,6,B,3.0,45.2,24.6
S043,C241,6,A,4.0,24.0,71.2
S044,C210,1,B,3.0,15.5,50.5
S044,C206,1,F,0.0,11.2,18.5
S044,C209,1,A,4.0,35.9,51.0
S044,C221,1,B,3.0,26.0,42.3
S044,C213,2,B,3.0,37.4,31.9
S044,C226,2,A-,3.7,55.5,23.7
S044,C241,2,A,4.0,24.2,61.5
S044,C208,2,A-,3.7,49.4,26.2
S044,C204,2,F,0.0,13.7,2.1
S044,C238,2,B+,3.3,38.6,32.2
S044,C231,3,B+,3.3,17.2,55.1
S044,C222,3,A,4.0,23.4,61.2
S044,C237,3,B-,2.7,28.5,33.9
S044,C250,3,B+,3.3,30.1,43.8
S044,C233,3,B,3.0,31.2,36.1
S044,C204,4,A,4.0,54.3,33.0
S044,C231,4,A,4.0,24.7,55.5
S044,C226,4,B,3.0,43.5,25.6
S044,C242,4,A,4.0,30.4,53.3
S044,C236,5,A,4.0,16.3,69.1
S044,C240,5,F,0.0,19.1,10.2
S044,C239,5,F,0.0,16.4,17.3
S044,C209,5,A,4.0,23.5,60.3
S044,C219,5,B+,3.3,31.6,40.0
S044,C203,6,B-,2.7,27.8,35.1
S044,C210,6,A-,3.7,23.9,51.5
S044,C212,6,A,4.0,37.1,50.5
S044,C235,6,A,4.0,26.4,65.5
S044,C229,6,A,4.0,50.6,44.4
S045,C201,1,B,3.0,22.2,46.9
S045,C224,1,B,3.0,38.4,29.2
S045,C230,1,A,4.0,49.2,37.6
S045,C245,1,F,0.0,18.3,13.5
S045,C238,1,A,4.0,51.9,35.1
S045,C208,1,A,4.0,43.5,39.8
S045,C212,2,C+,2.3,22.3,35.6
S045,C242,2,A-,3.7,18.3,60.7
S045,C219,2,B,3.0,23.2,44.9
S045,C213,2,A,4.0,49.0,40.9
S045,C214,2,B,3.0,32.4,32.8
S045,C208,2,F,0.0,18.0,19.5
S046,C227,1,A-,3.7,32.8,42.2
S046,C231,1,B+,3.3,22.5,48.9
S046,C237,1,C+,2.3,24.6,35.3
S046,C245,1,A-,3.7,30.9,47.0
S046,C241,1,A,4.0,23.1,67.2
S046,C204,2,A,4.0,42.3,42.0
S046,C225,2,A-,3.7,31.9,45.4
S046,C232,2,D,1.0,12.6,30.4
S046,C226,2,A,4.0,42.6,38.9
S046,C236,2,A,4.0,23.0,67.2
S046,C238,3,A-,3.7,46.6,31.9
S046,C224,3,B,3.0,29.3,40.5
S046,C217,3,F,0.0,14.0,11.8
S046,C208,3,A,4.0,44.2,43.0
S046,C235,4,F,0.0,9.5,16.3
S046,C218,4,B-,2.7,32.8,30.4
S046,C231,4,B,3.0,21.9,44.5
S046,C215,4,B+,3.3,20.7,50.1
S046,C207,4,F,0.0,10.9,16.8
S046,C211,5,B,3.0,35.6,31.5
S046,C221,5,A-,3.7,34.7,40.9
S046,C228,5,A,4.0,37.1,43.9
S046,C240,5,C+,2.3,27.6,30.3
S046,C234,6,B,3.0,40.3,27.2
S046,C204,6,A,4.0,41.0,39.1
S046,C243,6,A,4.0,18.0,71.8
S046,C231,6,B-,2.7,16.4,44.8
S046,C247,6,A,4.0,21.3,67.3
S046,C215,6,A-,3.7,33.3,43.3
S047,C250,1,B-,2.7,26.6,36.8
S047,C231,1,B+,3.3,27.2,43.5
S047,C246,1,A,4.0,56.4,39.7
S047,C228,1,A-,3.7,25.2,53.8
S047,C227,1,A,4.0,27.1,57.3
S047,C217,1,A,4.0,56.9,39.1
S047,C208,2,A-,3.7,47.9,27.3
S047,C213,2,A-,3.7,45.0,30.6
S047,C229,2,B+,3.3,44.3,29.6
S047,C237,2,A,4.0,39.9,53.1
S047,C209,3,A,4.0,32.2,48.1
S047,C236,3,A,4.0,20.4,72.3
S047,C247,3,A,4.0,17.6,64.0
S047,C223,3,A,4.0,46.6,40.4
S047,C220,4,B+,3.3,19.6,53.5
S047,C210,4,A-,3.7,22.3,54.0
S047,C231,4,A,4.0,17.7,70.5
S047,C236,4,F,0.0,3.9,14.0
S047,C241,5,F,0.0,2.3,21.6
S047,C228,5,A,4.0,37.8,51.9
S047,C202,5,B-,2.7,15.1,49.7
S047,C233,5,B,3.0,26.1,42.2
S047,C246,6,B+,3.3,35.7,38.7
S047,C208,6,A-,3.7,49.7,28.5
S047,C220,6,A-,3.7,13.3,63.6
S047,C234,6,B,3.0,39.5,25.9
S048,C250,1,A,4.0,35.7,47.8
S048,C207,1,A,4.0,34.0,55.2
S048,C228,1,B+,3.3,30.1,41.4
S048,C247,1,B-,2.7,22.4,42.3
S048,C232,2,A,4.0,27.9,56.9
S048,C247,2,F,0.0,7.5,25.5
S048,C218,2,A-,3.7,28.3,46.8
S048,C215,2,A,4.0,27.3,61.9
S048,C234,2,A,4.0,50.1,33.9
S048,C216,2,B+,3.3,29.0,41.9
S049,C201,1,F,0.0,8.6,28.0
S049,C211,1,B,3.0,32.7,33.6
S049,C224,1,B-,2.7,34.8,29.7
S049,C247,1,A,4.0,28.3,64.2
S049,C237,2,B+,3.3,28.5,44.8
S049,C234,2,A,4.0,46.0,40.4
S049,C241,2,B+,3.3,21.4,52.3
S049,C214,2,B+,3.3,37.2,36.7
S049,C225,2,F,0.0,17.9,21.8
S049,C238,2,A-,3.7,42.9,35.2
S049,C223,3,B,3.0,41.9,27.8
S049,C233,3,F,0.0,0.4,8.1
S049,C216,3,B+,3.3,24.1,47.6
S049,C245,3,B+,3.3,35.7,35.9
S049,C248,3,B+,3.3,34.6,37.3
S049,C221,3,F,0.0,5.7,11.3
S049,C232,4,A-,3.7,25.5,52.4
S049,C242,4,A,4.0,28.0,53.9
S049,C214,4,F,0.0,2.9,18.0
S049,C216,4,A,4.0,33.7,52.7
S050,C206,1,B-,2.7,21.4,40.9
S050,C221,1,F,0.0,6.3,18.0
S050,C248,1,B-,2.7,29.1,33.7
S050,C228,1,C+,2.3,24.6,35.3
S050,C222,1,A,4.0,30.6,65.2
S050,C218,2,A-,3.7,43.0,33.2
S050,C231,2,A-,3.7,16.2,61.0
S050,C248,2,B,3.0,23.0,45.4
S050,C214,2,A-,3.7,48.6,29.9
S050,C215,2,F,0.0,1.6,7.5
S050,C221,3,A,4.0,31.5,51.5
S050,C223,3,F,0.0,26.4,3.5
S050,C231,3,A,4.0,17.3,71.9
S050,C241,3,F,0.0,3.4,0.7
S050,C225,4,A,4.0,30.4,53.4
S050,C210,4,A,4.0,16.1,70.2
S050,C214,4,F,0.0,12.4,12.0
S050,C208,4,A-,3.7,42.5,32.7
S050,C231,4,A,4.0,25.6,66.6
S050,C237,4,A,4.0,29.5,54.2
S050,C248,5,B+,3.3,28.5,45.6
S050,C247,5,C+,2.3,17.1,39.6
S050,C232,5,A-,3.7,24.6,51.3
S050,C226,5,D,1.0,25.8,17.9
S050,C202,5,A,4.0,15.1,74.8
S050,C210,5,F,0.0,1.6,31.0
S050,C213,6,B,3.0,35.6,30.2
S050,C220,6,A,4.0,15.5,72.5
S050,C243,6,B-,2.7,13.1,50.8
S050,C215,6,B,3.0,31.3,37.0
S050,C247,6,F,0.0,10.6,9.0
S050,C246,7,B,3.0,39.5,27.4
S050,C239,7,A,4.0,27.6,55.6
S050,C245,7,A-,3.7,27.7,51.2
S050,C211,7,A,4.0,36.9,43.7
S050,C230,7,B+,3.3,48.1,24.4
S050,C240,7,B,3.0,40.0,30.0
S050,C211,8,A-,3.7,38.3,38.5
S050,C223,8,A-,3.7,46.5,32.9
S050,C214,8,F,0.0,6.2,19.8
S050,C216,8,A,4.0,29.7,59.6
S050,C212,8,B,3.0,24.4,45.4
S051,C201,1,B,3.0,19.0,48.8
S051,C250,1,A-,3.7,41.8,37.8
S051,C231,1,A-,3.7,20.1,58.1
S051,C241,1,F,0.0,7.8,2.6
S051,C203,2,F,0.0,14.4,19.5
S051,C229,2,B,3.0,38.3,27.5
S051,C234,2,F,0.0,1.9,6.9
S051,C223,2,A,4.0,52.8,29.7
S051,C231,2,B,3.0,24.9,44.3
S051,C240,3,A,4.0,37.0,44.6
S051,C211,3,A-,3.7,42.2,36.5
S051,C245,3,B,3.0,32.6,33.5
S051,C223,3,A,4.0,53.8,26.6
S051,C221,3,A,4.0,31.5,54.5
S051,C208,3,A-,3.7,46.6,30.4
S051,C236,4,B-,2.7,19.4,44.1
S051,C248,4,A,4.0,37.1,58.5
S051,C247,4,A-,3.7,30.4,46.0
S051,C246,4,A,4.0,43.5,41.9
